"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1861266131153232384","Tue Nov 26 22:27:09 +0000 2024","0","@TeddGus @prabowo @ridwankamil Semua berdasar instruksi sang sutradara politik. https://t.co/XegObQlxb8","1861537204314743130","https://pbs.twimg.com/ext_tw_video_thumb/1861537131694616576/pu/img/ayEdw9I6eoCUtj1x.jpg","TeddGus","in","","0","0","0","https://x.com/Adit_yapramudya/status/1861537204314743130","1813070329423835136","Adit_yapramudya"
"1860942154086191530","Tue Nov 26 22:25:38 +0000 2024","0","@jansen_jsp @ridwankamil Si Riziek ga kau sebut","1861536821211209891","","jansen_jsp","in","Telukjambe Karawang, Indonesia","0","0","0","https://x.com/DSulaiman26/status/1861536821211209891","2803004048","DSulaiman26"
"1860942154086191530","Tue Nov 26 22:21:21 +0000 2024","0","@jansen_jsp @ridwankamil Partai malinng bersekutu di pilkada dki ygg di dukung kelompokkk maling hobi miras jjudi online dan korupttor uang negara fan mau disogok cukong zionis cinna","1861535742146814323","","jansen_jsp","in","","0","0","0","https://x.com/man_zuhar/status/1861535742146814323","1542387203200151552","man_zuhar"
"1861228252167315614","Tue Nov 26 22:19:18 +0000 2024","0","@JhonSitorus_18 @prabowo @ridwankamil Sakarepmu pak mau dibawa kemana NKRI BUT REMEMBER JANGAN PERNAH KORUPSI DAN MEMBODOHI RAKYAT. RAKYAT BISA APA?????? RAKYAT CUMA JADI PENONTON!!!!! ","1861535226025123986","","JhonSitorus_18","in","Banjarbaru, Kalimantan Selatan","0","0","0","https://x.com/bernadgh/status/1861535226025123986","3120393096","bernadgh"
"1861498649743855819","Tue Nov 26 22:17:42 +0000 2024","0","@Milamariamey Selamat @ridwankamil https://t.co/yMXMArtWPY","1861534824890278215","https://pbs.twimg.com/media/GdWADboaoAAz_q6.jpg","Milamariamey","in","","0","0","0","https://x.com/imansoekamti87/status/1861534824890278215","1278247470498066433","imansoekamti87"
"1861329323359379750","Tue Nov 26 22:17:28 +0000 2024","0","@awemany @lapen_melon @ridwankamil @PDemokrat @panca66 @AgusYudhoyono @prabowo Pakai kata bye karena tau akan sulit mempertahankan argumen. ","1861534766790799769","","awemany","in","ÜT: -6.448347,106.809876","0","0","0","https://x.com/marfiadi/status/1861534766790799769","55044774","marfiadi"
"1861266131153232384","Tue Nov 26 22:17:16 +0000 2024","0","@TeddGus @prabowo @ridwankamil kakek teddy izin bertanya. kalau tidak ada kesalahan pada surat ini dan tujuannya lantas mengapa ditake down?","1861534715884511571","","TeddGus","in","Jakarta Selatan, DKI Jakarta","0","0","0","https://x.com/ur_favbo1/status/1861534715884511571","1350764753887481856","ur_favbo1"
"1861519094014713945","Tue Nov 26 22:16:58 +0000 2024","0","@PakarINTELek @YangBenarAjaa Selamat @ridwankamil https://t.co/jNOErinsDP","1861534638583488899","https://pbs.twimg.com/media/GdV_4pqbQAAozwr.jpg","PakarINTELek","in","","0","0","0","https://x.com/imansoekamti87/status/1861534638583488899","1278247470498066433","imansoekamti87"
"1861269082416521659","Tue Nov 26 22:16:38 +0000 2024","0","@BosPurwa @prabowo Selamat @ridwankamil https://t.co/umLljTVk5r","1861534554781295090","https://pbs.twimg.com/media/GdV_zwWaoAIXZ_K.jpg","BosPurwa","in","","0","0","0","https://x.com/imansoekamti87/status/1861534554781295090","1278247470498066433","imansoekamti87"
"1860927584009331194","Tue Nov 26 22:15:09 +0000 2024","0","@ekowboy2 Selamat @ridwankamil https://t.co/EocGq3AvGZ","1861534183719657495","https://pbs.twimg.com/media/GdV_eAuaoAM0kGd.jpg","ekowboy2","in","","0","0","0","https://x.com/imansoekamti87/status/1861534183719657495","1278247470498066433","imansoekamti87"
"1860942154086191530","Tue Nov 26 22:12:08 +0000 2024","0","@jansen_jsp @ridwankamil Lihat skrg ahokers dan anak abah sdh bersatu mereka tidak lagi menyebut minoritas ataupun mayoritas dan melupakan kejadian pilkada 2017 .. mereka bersatu untuk kedamaian Jakarta harusnya anda dan tim belajar dr mereka bukan mencari pembenaran yg mengada ada","1861533424093471205","","jansen_jsp","in","Bojong gede","0","0","0","https://x.com/MuammarAlhafiz1/status/1861533424093471205","577842708","MuammarAlhafiz1"
"1861027900318949671","Tue Nov 26 22:11:51 +0000 2024","0","@andikamalreza Kayak atas baju koboi bawahnya pake sarung @ridwankamil ","1861533353830416659","","andikamalreza","in","ÜT: -7.80782,110.380914","0","0","0","https://x.com/Aliya_tweet/status/1861533353830416659","72040121","Aliya_tweet"
